category,canonical_field,source_endpoints,likely_use,priority
unknown,market_hours.future.DC,market_hours,unknown,medium
unknown,market_hours.future.DC.category,market_hours,unknown,medium
unknown,market_hours.future.DC.date,market_hours,unknown,medium
unknown,market_hours.future.DC.exchange,market_hours,unknown,low
unknown,market_hours.future.DC.marketType,market_hours,unknown,medium
unknown,market_hours.future.DC.product,market_hours,unknown,medium
unknown,market_hours.future.DC.productName,market_hours,unknown,medium
unknown,market_hours.future.DC.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.DC.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.DC.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.DC.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.DC.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.DC.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.DC.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.DC.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.DC.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.E7,market_hours,unknown,medium
unknown,market_hours.future.E7.category,market_hours,unknown,medium
unknown,market_hours.future.E7.date,market_hours,unknown,medium
unknown,market_hours.future.E7.exchange,market_hours,unknown,low
unknown,market_hours.future.E7.marketType,market_hours,unknown,medium
unknown,market_hours.future.E7.product,market_hours,unknown,medium
unknown,market_hours.future.E7.productName,market_hours,unknown,medium
unknown,market_hours.future.E7.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.E7.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.E7.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.E7.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.E7.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.E7.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.E7.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.E7.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.E7.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.ECK,market_hours,unknown,medium
unknown,market_hours.future.ECK.category,market_hours,unknown,medium
unknown,market_hours.future.ECK.date,market_hours,unknown,medium
unknown,market_hours.future.ECK.exchange,market_hours,unknown,low
unknown,market_hours.future.ECK.marketType,market_hours,unknown,medium
unknown,market_hours.future.ECK.product,market_hours,unknown,medium
unknown,market_hours.future.ECK.productName,market_hours,unknown,medium
unknown,market_hours.future.ECK.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.ECK.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.ECK.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.ECK.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.ECK.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.ECK.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.ECK.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.ECK.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.ECK.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.EHF,market_hours,unknown,medium
unknown,market_hours.future.EHF.category,market_hours,unknown,medium
unknown,market_hours.future.EHF.date,market_hours,unknown,medium
unknown,market_hours.future.EHF.exchange,market_hours,unknown,low
unknown,market_hours.future.EHF.marketType,market_hours,unknown,medium
unknown,market_hours.future.EHF.product,market_hours,unknown,medium
unknown,market_hours.future.EHF.productName,market_hours,unknown,medium
unknown,market_hours.future.EHF.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.EHF.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.EHF.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.EHF.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.EHF.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.EHF.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.EHF.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.EHF.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.EHF.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.EMD,market_hours,unknown,medium
unknown,market_hours.future.EMD.category,market_hours,unknown,medium
unknown,market_hours.future.EMD.date,market_hours,unknown,medium
unknown,market_hours.future.EMD.exchange,market_hours,unknown,low
unknown,market_hours.future.EMD.marketType,market_hours,unknown,medium
unknown,market_hours.future.EMD.product,market_hours,unknown,medium
unknown,market_hours.future.EMD.productName,market_hours,unknown,medium
unknown,market_hours.future.EMD.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.EMD.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.EMD.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.EMD.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.EMD.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.EMD.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.EMD.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.EMD.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.EMD.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.ES,market_hours,unknown,medium
unknown,market_hours.future.ES.category,market_hours,unknown,medium
unknown,market_hours.future.ES.date,market_hours,unknown,medium
unknown,market_hours.future.ES.exchange,market_hours,unknown,low
unknown,market_hours.future.ES.marketType,market_hours,unknown,medium
unknown,market_hours.future.ES.product,market_hours,unknown,medium
unknown,market_hours.future.ES.productName,market_hours,unknown,medium
unknown,market_hours.future.ES.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.ES.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.ES.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.ES.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.ES.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.ES.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.ES.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.ES.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.ES.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.ETH,market_hours,unknown,medium
unknown,market_hours.future.ETH.category,market_hours,unknown,medium
unknown,market_hours.future.ETH.date,market_hours,unknown,medium
unknown,market_hours.future.ETH.exchange,market_hours,unknown,low
unknown,market_hours.future.ETH.marketType,market_hours,unknown,medium
unknown,market_hours.future.ETH.product,market_hours,unknown,medium
unknown,market_hours.future.ETH.productName,market_hours,unknown,medium
unknown,market_hours.future.ETH.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.ETH.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.ETH.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.ETH.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.ETH.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.ETH.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.ETH.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.ETH.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.ETH.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.GC,market_hours,unknown,medium
unknown,market_hours.future.GC.category,market_hours,unknown,medium
unknown,market_hours.future.GC.date,market_hours,unknown,medium
unknown,market_hours.future.GC.exchange,market_hours,unknown,low
unknown,market_hours.future.GC.marketType,market_hours,unknown,medium
unknown,market_hours.future.GC.product,market_hours,unknown,medium
unknown,market_hours.future.GC.productName,market_hours,unknown,medium
unknown,market_hours.future.GC.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.GC.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.GC.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.GC.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.GC.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.GC.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.GC.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.GC.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.GC.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.GF,market_hours,unknown,medium
unknown,market_hours.future.GF.category,market_hours,unknown,medium
unknown,market_hours.future.GF.date,market_hours,unknown,medium
unknown,market_hours.future.GF.exchange,market_hours,unknown,low
unknown,market_hours.future.GF.marketType,market_hours,unknown,medium
unknown,market_hours.future.GF.product,market_hours,unknown,medium
unknown,market_hours.future.GF.productName,market_hours,unknown,medium
unknown,market_hours.future.GF.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.GF.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.GF.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.GF.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.GF.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.GF.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.GF.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.GF.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.GF.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.HE,market_hours,unknown,medium
unknown,market_hours.future.HE.category,market_hours,unknown,medium
unknown,market_hours.future.HE.date,market_hours,unknown,medium
unknown,market_hours.future.HE.exchange,market_hours,unknown,low
unknown,market_hours.future.HE.marketType,market_hours,unknown,medium
unknown,market_hours.future.HE.product,market_hours,unknown,medium
unknown,market_hours.future.HE.productName,market_hours,unknown,medium
unknown,market_hours.future.HE.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.HE.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.HE.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.HE.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.HE.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.HE.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.HE.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.HE.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.HE.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.HG,market_hours,unknown,medium
unknown,market_hours.future.HG.category,market_hours,unknown,medium
unknown,market_hours.future.HG.date,market_hours,unknown,medium
unknown,market_hours.future.HG.exchange,market_hours,unknown,low
unknown,market_hours.future.HG.marketType,market_hours,unknown,medium
unknown,market_hours.future.HG.product,market_hours,unknown,medium
unknown,market_hours.future.HG.productName,market_hours,unknown,medium
unknown,market_hours.future.HG.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.HG.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.HG.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.HG.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.HG.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.HG.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.HG.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.HG.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.HG.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.HO,market_hours,unknown,medium
unknown,market_hours.future.HO.category,market_hours,unknown,medium
unknown,market_hours.future.HO.date,market_hours,unknown,medium
unknown,market_hours.future.HO.exchange,market_hours,unknown,low
unknown,market_hours.future.HO.marketType,market_hours,unknown,medium
unknown,market_hours.future.HO.product,market_hours,unknown,medium
unknown,market_hours.future.HO.productName,market_hours,unknown,medium
unknown,market_hours.future.HO.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.HO.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.HO.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.HO.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.HO.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.HO.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.HO.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.HO.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.HO.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.J7,market_hours,unknown,medium
unknown,market_hours.future.J7.category,market_hours,unknown,medium
unknown,market_hours.future.J7.date,market_hours,unknown,medium
unknown,market_hours.future.J7.exchange,market_hours,unknown,low
unknown,market_hours.future.J7.marketType,market_hours,unknown,medium
unknown,market_hours.future.J7.product,market_hours,unknown,medium
unknown,market_hours.future.J7.productName,market_hours,unknown,medium
unknown,market_hours.future.J7.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.J7.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.J7.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.J7.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.J7.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.J7.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.J7.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.J7.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.J7.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.KE,market_hours,unknown,medium
unknown,market_hours.future.KE.category,market_hours,unknown,medium
unknown,market_hours.future.KE.date,market_hours,unknown,medium
unknown,market_hours.future.KE.exchange,market_hours,unknown,low
unknown,market_hours.future.KE.marketType,market_hours,unknown,medium
unknown,market_hours.future.KE.product,market_hours,unknown,medium
unknown,market_hours.future.KE.productName,market_hours,unknown,medium
unknown,market_hours.future.KE.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.KE.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.KE.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.KE.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.KE.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.KE.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.KE.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.KE.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.KE.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.LE,market_hours,unknown,medium
unknown,market_hours.future.LE.category,market_hours,unknown,medium
unknown,market_hours.future.LE.date,market_hours,unknown,medium
unknown,market_hours.future.LE.exchange,market_hours,unknown,low
unknown,market_hours.future.LE.marketType,market_hours,unknown,medium
unknown,market_hours.future.LE.product,market_hours,unknown,medium
unknown,market_hours.future.LE.productName,market_hours,unknown,medium
unknown,market_hours.future.LE.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.LE.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.LE.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.LE.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.LE.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.LE.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.LE.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.LE.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.LE.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.LNK,market_hours,unknown,medium
unknown,market_hours.future.LNK.category,market_hours,unknown,medium
unknown,market_hours.future.LNK.date,market_hours,unknown,medium
unknown,market_hours.future.LNK.exchange,market_hours,unknown,low
unknown,market_hours.future.LNK.marketType,market_hours,unknown,medium
unknown,market_hours.future.LNK.product,market_hours,unknown,medium
unknown,market_hours.future.LNK.productName,market_hours,unknown,medium
unknown,market_hours.future.LNK.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.LNK.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.LNK.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.LNK.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.LNK.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.LNK.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.LNK.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.LNK.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.LNK.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.M2K,market_hours,unknown,medium
unknown,market_hours.future.M2K.category,market_hours,unknown,medium
unknown,market_hours.future.M2K.date,market_hours,unknown,medium
unknown,market_hours.future.M2K.exchange,market_hours,unknown,low
unknown,market_hours.future.M2K.marketType,market_hours,unknown,medium
unknown,market_hours.future.M2K.product,market_hours,unknown,medium
unknown,market_hours.future.M2K.productName,market_hours,unknown,medium
unknown,market_hours.future.M2K.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.M2K.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.M2K.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.M2K.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.M2K.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.M2K.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.M2K.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.M2K.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.M2K.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.M6A,market_hours,unknown,medium
unknown,market_hours.future.M6A.category,market_hours,unknown,medium
unknown,market_hours.future.M6A.date,market_hours,unknown,medium
unknown,market_hours.future.M6A.exchange,market_hours,unknown,low
unknown,market_hours.future.M6A.marketType,market_hours,unknown,medium
unknown,market_hours.future.M6A.product,market_hours,unknown,medium
unknown,market_hours.future.M6A.productName,market_hours,unknown,medium
unknown,market_hours.future.M6A.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.M6A.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.M6A.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.M6A.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.M6A.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.M6A.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.M6A.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.M6A.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.M6A.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.M6B,market_hours,unknown,medium
unknown,market_hours.future.M6B.category,market_hours,unknown,medium
unknown,market_hours.future.M6B.date,market_hours,unknown,medium
unknown,market_hours.future.M6B.exchange,market_hours,unknown,low
unknown,market_hours.future.M6B.marketType,market_hours,unknown,medium
unknown,market_hours.future.M6B.product,market_hours,unknown,medium
unknown,market_hours.future.M6B.productName,market_hours,unknown,medium
unknown,market_hours.future.M6B.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.M6B.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.M6B.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.M6B.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.M6B.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.M6B.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.M6B.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.M6B.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.M6B.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.M6E,market_hours,unknown,medium
unknown,market_hours.future.M6E.category,market_hours,unknown,medium
unknown,market_hours.future.M6E.date,market_hours,unknown,medium
unknown,market_hours.future.M6E.exchange,market_hours,unknown,low
unknown,market_hours.future.M6E.marketType,market_hours,unknown,medium
unknown,market_hours.future.M6E.product,market_hours,unknown,medium
unknown,market_hours.future.M6E.productName,market_hours,unknown,medium
unknown,market_hours.future.M6E.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.M6E.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.M6E.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.M6E.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.M6E.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.M6E.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.M6E.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.M6E.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.M6E.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.MBT,market_hours,unknown,medium
unknown,market_hours.future.MBT.category,market_hours,unknown,medium
unknown,market_hours.future.MBT.date,market_hours,unknown,medium
unknown,market_hours.future.MBT.exchange,market_hours,unknown,low
unknown,market_hours.future.MBT.marketType,market_hours,unknown,medium
unknown,market_hours.future.MBT.product,market_hours,unknown,medium
unknown,market_hours.future.MBT.productName,market_hours,unknown,medium
unknown,market_hours.future.MBT.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.MBT.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.MBT.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.MBT.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.MBT.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.MBT.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.MBT.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.MBT.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.MBT.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.MCA,market_hours,unknown,medium
unknown,market_hours.future.MCA.category,market_hours,unknown,medium
unknown,market_hours.future.MCA.date,market_hours,unknown,medium
unknown,market_hours.future.MCA.exchange,market_hours,unknown,low
unknown,market_hours.future.MCA.marketType,market_hours,unknown,medium
unknown,market_hours.future.MCA.product,market_hours,unknown,medium
unknown,market_hours.future.MCA.productName,market_hours,unknown,medium
unknown,market_hours.future.MCA.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.MCA.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.MCA.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.MCA.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.MCA.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.MCA.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.MCA.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.MCA.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.MCA.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.MCD,market_hours,unknown,medium
unknown,market_hours.future.MCD.category,market_hours,unknown,medium
unknown,market_hours.future.MCD.date,market_hours,unknown,medium
unknown,market_hours.future.MCD.exchange,market_hours,unknown,low
unknown,market_hours.future.MCD.marketType,market_hours,unknown,medium
unknown,market_hours.future.MCD.product,market_hours,unknown,medium
unknown,market_hours.future.MCD.productName,market_hours,unknown,medium
unknown,market_hours.future.MCD.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.MCD.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.MCD.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.MCD.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.MCD.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.MCD.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.MCD.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.MCD.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.MCD.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.MCL,market_hours,unknown,medium
unknown,market_hours.future.MCL.category,market_hours,unknown,medium
unknown,market_hours.future.MCL.date,market_hours,unknown,medium
unknown,market_hours.future.MCL.exchange,market_hours,unknown,low
unknown,market_hours.future.MCL.marketType,market_hours,unknown,medium
unknown,market_hours.future.MCL.product,market_hours,unknown,medium
unknown,market_hours.future.MCL.productName,market_hours,unknown,medium
unknown,market_hours.future.MCL.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.MCL.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.MCL.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.MCL.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.MCL.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.MCL.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.MCL.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.MCL.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.MCL.sessionHours.regularMarket.*.start,market_hours,unknown,medium
unknown,market_hours.future.MES,market_hours,unknown,medium
unknown,market_hours.future.MES.category,market_hours,unknown,medium
unknown,market_hours.future.MES.date,market_hours,unknown,medium
unknown,market_hours.future.MES.exchange,market_hours,unknown,low
unknown,market_hours.future.MES.marketType,market_hours,unknown,medium
unknown,market_hours.future.MES.product,market_hours,unknown,medium
unknown,market_hours.future.MES.productName,market_hours,unknown,medium
unknown,market_hours.future.MES.sessionHours,market_hours,unknown,medium
unknown,market_hours.future.MES.sessionHours.noTrading,market_hours,unknown,medium
unknown,market_hours.future.MES.sessionHours.noTrading.*,market_hours,unknown,medium
unknown,market_hours.future.MES.sessionHours.noTrading.*.end,market_hours,unknown,medium
unknown,market_hours.future.MES.sessionHours.noTrading.*.start,market_hours,unknown,medium
unknown,market_hours.future.MES.sessionHours.regularMarket,market_hours,unknown,medium
unknown,market_hours.future.MES.sessionHours.regularMarket.*,market_hours,unknown,medium
unknown,market_hours.future.MES.sessionHours.regularMarket.*.end,market_hours,unknown,medium
unknown,market_hours.future.MES.sessionHours.regularMarket.*.start,market_hours,unknown,medium
