register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
fbe376d3fdd93affed13,python,features/parallel_stack_schema.py,1,400,FORMAL_NMD,L1 orchestration,L1_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
c56c807f70f419eb98e3,python,features/parallel_stack_schema.py,71,466,FORMAL_NMD,L71 orchestration,L71_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
558e949bae86045bf720,python,features/parallel_stack_schema.py,72,467,FORMAL_NMD,L72 orchestration,L72_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
1574a0e211a92d5f2c16,python,features/parallel_stack_schema.py,73,468,FORMAL_NMD,L73 orchestration,L73_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
ec90b1527cea0dbd88fa,python,features/parallel_stack_schema.py,74,469,FORMAL_NMD,L74 orchestration,L74_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
1b849c8f401b97f2bdf9,python,features/parallel_stack_schema.py,75,470,FORMAL_NMD,L75 orchestration,L75_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
2ad96e830b010969ec28,python,features/parallel_stack_schema.py,76,471,FORMAL_NMD,L76 orchestration,L76_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
80c5574aee5af461aeee,python,features/parallel_stack_schema.py,77,472,FORMAL_NMD,L77 orchestration,L77_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
20a06df06dc024496a73,python,features/parallel_stack_schema.py,78,473,FORMAL_NMD,L78 orchestration,L78_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
c4f0348fd1232d7fa319,python,features/parallel_stack_schema.py,79,474,FORMAL_NMD,L79 orchestration,L79_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
b2cd62b8c4a6b3e1190f,python,features/parallel_stack_schema.py,80,475,FORMAL_NMD,L80 orchestration,L80_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
c50ca381a71c038ad926,python,features/parallel_stack_schema.py,81,476,FORMAL_NMD,L81 orchestration,L81_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
6c3408e25710b7cb0d76,python,features/parallel_stack_schema.py,82,477,FORMAL_NMD,L82 orchestration,L82_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
5535caf546cc1ba158e4,python,features/parallel_stack_schema.py,83,478,FORMAL_NMD,L83 orchestration,L83_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
4fef5221f7dd482883fe,python,features/parallel_stack_schema.py,84,479,FORMAL_NMD,L84 orchestration,L84_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
c179bcddeadd1ee5f8c5,python,features/parallel_stack_schema.py,85,480,FORMAL_NMD,L85 orchestration,L85_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
b391953d03ae0277f904,python,features/parallel_stack_schema.py,86,481,FORMAL_NMD,L86 orchestration,L86_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
53394c06432a1a6232fa,python,features/parallel_stack_schema.py,87,482,FORMAL_NMD,L87 orchestration,L87_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
7156fc2190ce476e5d22,python,features/parallel_stack_schema.py,88,483,FORMAL_NMD,L88 orchestration,L88_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
4b5f3c384ce66d4b87c3,python,features/parallel_stack_schema.py,89,484,FORMAL_NMD,L89 orchestration,L89_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
ea4baeb38b3837149bee,python,features/parallel_stack_schema.py,90,485,FORMAL_NMD,L90 orchestration,L90_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
f25a941eaee321a20a42,python,features/parallel_stack_schema.py,91,486,FORMAL_NMD,L91 orchestration,L91_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
bce09e40c5367efd5890,python,features/parallel_stack_schema.py,92,487,FORMAL_NMD,L92 orchestration,L92_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
cb6da1db8f6504f7baac,python,features/parallel_stack_schema.py,93,488,FORMAL_NMD,L93 orchestration,L93_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
6c2432eca881ba66e3df,python,features/parallel_stack_schema.py,94,489,FORMAL_NMD,L94 orchestration,L94_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
287522fed2de021cd880,python,features/parallel_stack_schema.py,95,490,FORMAL_NMD,L95 orchestration,L95_orchestration,,,CLAUDE Layer 5 disposition features/parallel_stack_schema.py 1-95,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1 uniform triplet dominant=None when confidence_score==0
