register_id,language,path,line,col,pattern_kind,surface_form,tokens,csv_candidates,csv_lexical_topk_note,v2_trace,disposition,canonical_field_citation,governed_ref,notes
fbe376d3fdd93affed13,python,features/parallel_stack_schema.py,1,400,FORMAL_NMD,L1 orchestration,L1_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
6584e25c3fd21d68b4dd,python,features/parallel_stack_schema.py,69,465,FORMAL_NMD,L69 orchestration,L69_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
a1ce3d92362f3dddaeda,python,features/parallel_stack_schema.py,70,466,FORMAL_NMD,L70 orchestration,L70_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
19f109980f21d2269309,python,features/parallel_stack_schema.py,71,467,FORMAL_NMD,L71 orchestration,L71_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
0cca6c09a167496af59b,python,features/parallel_stack_schema.py,72,468,FORMAL_NMD,L72 orchestration,L72_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
f943ff7ef29091fb332b,python,features/parallel_stack_schema.py,73,469,FORMAL_NMD,L73 orchestration,L73_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
7fa127a303198192e208,python,features/parallel_stack_schema.py,74,470,FORMAL_NMD,L74 orchestration,L74_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
694c0b4f2ee8eb0816ee,python,features/parallel_stack_schema.py,75,471,FORMAL_NMD,L75 orchestration,L75_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
f6242402fda280e4abe4,python,features/parallel_stack_schema.py,76,472,FORMAL_NMD,L76 orchestration,L76_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
5e212df0097e7c25946e,python,features/parallel_stack_schema.py,77,473,FORMAL_NMD,L77 orchestration,L77_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
0757a92a71374de83d54,python,features/parallel_stack_schema.py,78,474,FORMAL_NMD,L78 orchestration,L78_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
634b8aadbcc35fa6033e,python,features/parallel_stack_schema.py,79,475,FORMAL_NMD,L79 orchestration,L79_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
b1ffe1180bd4c0adb48f,python,features/parallel_stack_schema.py,80,476,FORMAL_NMD,L80 orchestration,L80_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
8b74290de0b558e12ba6,python,features/parallel_stack_schema.py,81,477,FORMAL_NMD,L81 orchestration,L81_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
a026d81e4fd5275e9968,python,features/parallel_stack_schema.py,82,478,FORMAL_NMD,L82 orchestration,L82_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
7f96f5260a603a618c86,python,features/parallel_stack_schema.py,83,479,FORMAL_NMD,L83 orchestration,L83_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
6824c37dea24b271e800,python,features/parallel_stack_schema.py,84,480,FORMAL_NMD,L84 orchestration,L84_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
b25465979dc57a6f6ced,python,features/parallel_stack_schema.py,85,481,FORMAL_NMD,L85 orchestration,L85_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
dc54113661ca441387f7,python,features/parallel_stack_schema.py,86,482,FORMAL_NMD,L86 orchestration,L86_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
c6ca84087fea366839ba,python,features/parallel_stack_schema.py,87,483,FORMAL_NMD,L87 orchestration,L87_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
0a7da2087516ff8925fe,python,features/parallel_stack_schema.py,88,484,FORMAL_NMD,L88 orchestration,L88_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
7d877a67d94664281417,python,features/parallel_stack_schema.py,89,485,FORMAL_NMD,L89 orchestration,L89_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
8c21fa44b634676d4454,python,features/parallel_stack_schema.py,90,486,FORMAL_NMD,L90 orchestration,L90_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
569745ba7934ae2fdb3b,python,features/parallel_stack_schema.py,91,487,FORMAL_NMD,L91 orchestration,L91_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
7d3a5c482ddb1166b1d7,python,features/parallel_stack_schema.py,92,488,FORMAL_NMD,L92 orchestration,L92_orchestration,,,CLAUDE Layer 5 chunk-1 disposition features/parallel_stack_schema.py 1-92,NOT_MARKET_DATA,,,Parallel stack schema contract (no Schwab leaves) | line anchored HEAD b402ba3; Action 12.11 aa13245 fail-closed; FIND-PSS1/PSS2 disclosed slice-only (no production change)
