path,extension,language_family,status,clause,memo_ref,reviewed_at
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/bfefd295bd4adb1666c05d2834cb0aeb6dcda5b032e88b2cfe6dd09a55ee87df/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/bfefd295bd4adb1666c05d2834cb0aeb6dcda5b032e88b2cfe6dd09a55ee87df/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/bfefd295bd4adb1666c05d2834cb0aeb6dcda5b032e88b2cfe6dd09a55ee87df/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/c30de9d8d536938de9fb7457921c474e4d4981fdfb074542558507bc77dbf425/feature_cache_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/c30de9d8d536938de9fb7457921c474e4d4981fdfb074542558507bc77dbf425/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/c30de9d8d536938de9fb7457921c474e4d4981fdfb074542558507bc77dbf425/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/c30de9d8d536938de9fb7457921c474e4d4981fdfb074542558507bc77dbf425/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/c8f96bc3540bb048f9ca9bd60cba261b78606d449977c620fd434514198f8283/cascade_tf_c03400197d48fdd9_954b4af1b3af8c7b/cascade_transformer_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/c8f96bc3540bb048f9ca9bd60cba261b78606d449977c620fd434514198f8283/cascade_tf_c03400197d48fdd9_954b4af1b3af8c7b/cascade_transformer_xgb_lstm.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/c8f96bc3540bb048f9ca9bd60cba261b78606d449977c620fd434514198f8283/feature_cache_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/c8f96bc3540bb048f9ca9bd60cba261b78606d449977c620fd434514198f8283/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/c8f96bc3540bb048f9ca9bd60cba261b78606d449977c620fd434514198f8283/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/c8f96bc3540bb048f9ca9bd60cba261b78606d449977c620fd434514198f8283/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d01f654e840eee4602add87c04b7060065518ad7d5e57717f5e96df350c7692b/cascade_tf_1279c75093770aad_65dd2473fece3f5e/cascade_transformer_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d01f654e840eee4602add87c04b7060065518ad7d5e57717f5e96df350c7692b/cascade_tf_1279c75093770aad_65dd2473fece3f5e/cascade_transformer_xgb_lstm.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d01f654e840eee4602add87c04b7060065518ad7d5e57717f5e96df350c7692b/feature_cache_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d01f654e840eee4602add87c04b7060065518ad7d5e57717f5e96df350c7692b/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d01f654e840eee4602add87c04b7060065518ad7d5e57717f5e96df350c7692b/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d01f654e840eee4602add87c04b7060065518ad7d5e57717f5e96df350c7692b/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d032950177d62743d469643ccb3bc9f9ca6f80999e8d1fd183be0e1dd4442975/feature_cache_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d032950177d62743d469643ccb3bc9f9ca6f80999e8d1fd183be0e1dd4442975/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d032950177d62743d469643ccb3bc9f9ca6f80999e8d1fd183be0e1dd4442975/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d032950177d62743d469643ccb3bc9f9ca6f80999e8d1fd183be0e1dd4442975/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d10c35095a7ffe059957dbd4e0b6a97f1f28bd4bd2584d2b3ca4a78246e24f72/feature_cache_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d10c35095a7ffe059957dbd4e0b6a97f1f28bd4bd2584d2b3ca4a78246e24f72/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d10c35095a7ffe059957dbd4e0b6a97f1f28bd4bd2584d2b3ca4a78246e24f72/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d10c35095a7ffe059957dbd4e0b6a97f1f28bd4bd2584d2b3ca4a78246e24f72/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d11916eb7343629065dabf8afd6d71d739b2a0040766533de4bf7d5f068c1c9d/cascade_tf_bc62bb80e59c83b3_750dd9affe455dd5/cascade_transformer_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d11916eb7343629065dabf8afd6d71d739b2a0040766533de4bf7d5f068c1c9d/cascade_tf_bc62bb80e59c83b3_750dd9affe455dd5/cascade_transformer_xgb_lstm.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d11916eb7343629065dabf8afd6d71d739b2a0040766533de4bf7d5f068c1c9d/feature_cache_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d11916eb7343629065dabf8afd6d71d739b2a0040766533de4bf7d5f068c1c9d/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d11916eb7343629065dabf8afd6d71d739b2a0040766533de4bf7d5f068c1c9d/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d11916eb7343629065dabf8afd6d71d739b2a0040766533de4bf7d5f068c1c9d/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d808c531d9b01f3b7e9b0eb57fbf5f00ceb4a06dab8dfc68681c60a93caffe1d/feature_cache_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d808c531d9b01f3b7e9b0eb57fbf5f00ceb4a06dab8dfc68681c60a93caffe1d/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d808c531d9b01f3b7e9b0eb57fbf5f00ceb4a06dab8dfc68681c60a93caffe1d/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/d808c531d9b01f3b7e9b0eb57fbf5f00ceb4a06dab8dfc68681c60a93caffe1d/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/dd61cac92ad363183e523c24a512d8e718ba56789b5df0d53caf7cc5f32e07fa/cascade_tf_6e0fdc8644ed3cb4_599bf6d6f9ea6c6a/cascade_transformer_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/dd61cac92ad363183e523c24a512d8e718ba56789b5df0d53caf7cc5f32e07fa/cascade_tf_6e0fdc8644ed3cb4_599bf6d6f9ea6c6a/cascade_transformer_xgb_lstm.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/dd61cac92ad363183e523c24a512d8e718ba56789b5df0d53caf7cc5f32e07fa/feature_cache_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/dd61cac92ad363183e523c24a512d8e718ba56789b5df0d53caf7cc5f32e07fa/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/dd61cac92ad363183e523c24a512d8e718ba56789b5df0d53caf7cc5f32e07fa/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/dd61cac92ad363183e523c24a512d8e718ba56789b5df0d53caf7cc5f32e07fa/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e2ae63611d7b4eec99b21f7b42d70f06c233f272e8e341cd95910be6958b8585/feature_cache_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e2ae63611d7b4eec99b21f7b42d70f06c233f272e8e341cd95910be6958b8585/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e2ae63611d7b4eec99b21f7b42d70f06c233f272e8e341cd95910be6958b8585/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e2ae63611d7b4eec99b21f7b42d70f06c233f272e8e341cd95910be6958b8585/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e30c1f4e5295792ae4053e3090cdca7b566b9d1fad124a9b10a3142d01d9d58d/feature_cache_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e30c1f4e5295792ae4053e3090cdca7b566b9d1fad124a9b10a3142d01d9d58d/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e30c1f4e5295792ae4053e3090cdca7b566b9d1fad124a9b10a3142d01d9d58d/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e30c1f4e5295792ae4053e3090cdca7b566b9d1fad124a9b10a3142d01d9d58d/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e6e22adae4f48d19d86cf42331d2ae1f54028c99536c80d7621f415df540f07b/cascade_tf_232d300f798cf194_cce94ad4dbd87547/cascade_transformer_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e6e22adae4f48d19d86cf42331d2ae1f54028c99536c80d7621f415df540f07b/cascade_tf_232d300f798cf194_cce94ad4dbd87547/cascade_transformer_xgb_lstm.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e6e22adae4f48d19d86cf42331d2ae1f54028c99536c80d7621f415df540f07b/feature_cache_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e6e22adae4f48d19d86cf42331d2ae1f54028c99536c80d7621f415df540f07b/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e6e22adae4f48d19d86cf42331d2ae1f54028c99536c80d7621f415df540f07b/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e6e22adae4f48d19d86cf42331d2ae1f54028c99536c80d7621f415df540f07b/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e702ac1dee148ee3a79b8741078d186cb02334c6e8f6e8aa2bb9c22e5a521fd2/cascade_tf_25c053df7ce315bc_cba886a9b9e22614/cascade_transformer_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e702ac1dee148ee3a79b8741078d186cb02334c6e8f6e8aa2bb9c22e5a521fd2/cascade_tf_25c053df7ce315bc_cba886a9b9e22614/cascade_transformer_xgb_lstm.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e702ac1dee148ee3a79b8741078d186cb02334c6e8f6e8aa2bb9c22e5a521fd2/feature_cache_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e702ac1dee148ee3a79b8741078d186cb02334c6e8f6e8aa2bb9c22e5a521fd2/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e702ac1dee148ee3a79b8741078d186cb02334c6e8f6e8aa2bb9c22e5a521fd2/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e702ac1dee148ee3a79b8741078d186cb02334c6e8f6e8aa2bb9c22e5a521fd2/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e7d2e5c5fcc8f25264a78876eb7ae815ac86c66a7adf1599ce984d65752f4e69/feature_cache_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e7d2e5c5fcc8f25264a78876eb7ae815ac86c66a7adf1599ce984d65752f4e69/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e7d2e5c5fcc8f25264a78876eb7ae815ac86c66a7adf1599ce984d65752f4e69/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/e7d2e5c5fcc8f25264a78876eb7ae815ac86c66a7adf1599ce984d65752f4e69/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/f2ea706e607ef55d756408e03c07081707c68b1774e6c0a572ac2a16145b4dbb/feature_cache_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/f2ea706e607ef55d756408e03c07081707c68b1774e6c0a572ac2a16145b4dbb/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/f2ea706e607ef55d756408e03c07081707c68b1774e6c0a572ac2a16145b4dbb/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/f2ea706e607ef55d756408e03c07081707c68b1774e6c0a572ac2a16145b4dbb/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/f45c838f1cd568a94bcbf880fbb162fe458d32606aa0a0b528b70ff4eff83474/cascade_tf_9817532d4881b2d8_241564603541d1fb/cascade_transformer_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/f45c838f1cd568a94bcbf880fbb162fe458d32606aa0a0b528b70ff4eff83474/cascade_tf_9817532d4881b2d8_241564603541d1fb/cascade_transformer_xgb_lstm.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/f45c838f1cd568a94bcbf880fbb162fe458d32606aa0a0b528b70ff4eff83474/feature_cache_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/f45c838f1cd568a94bcbf880fbb162fe458d32606aa0a0b528b70ff4eff83474/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/f45c838f1cd568a94bcbf880fbb162fe458d32606aa0a0b528b70ff4eff83474/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/f45c838f1cd568a94bcbf880fbb162fe458d32606aa0a0b528b70ff4eff83474/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/f831707e3301d78a4fad024c410a26d4940104d2ca8b17f216c0760cf1b260c3/feature_cache_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/f831707e3301d78a4fad024c410a26d4940104d2ca8b17f216c0760cf1b260c3/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/f831707e3301d78a4fad024c410a26d4940104d2ca8b17f216c0760cf1b260c3/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/f831707e3301d78a4fad024c410a26d4940104d2ca8b17f216c0760cf1b260c3/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/fb8b26f0b3645d4155c5854c6a6c08d43f986a32707f7f44142be320d76aaff5/feature_cache_identity.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/fb8b26f0b3645d4155c5854c6a6c08d43f986a32707f7f44142be320d76aaff5/lstm_dataset_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/fb8b26f0b3645d4155c5854c6a6c08d43f986a32707f7f44142be320d76aaff5/lstm_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cache/features/fb8b26f0b3645d4155c5854c6a6c08d43f986a32707f7f44142be320d76aaff5/transformer_parallel_tensors.npz,.npz,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/calibration_runs/phase1_audit_1775870789.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/calibration_runs/phase1_audit_1775942000.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/calibration_runs/phase1_audit_1775942376.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/calibration_runs/phase1_audit_1775958132.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/calibration_runs/phase1_audit_1775958891.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/calibration_runs/phase3_analysis_1775870861.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/calibration_runs/phase3_analysis_1775871003.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/calibration_runs/phase3_analysis_1775871456.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/calibration_runs/phase3_analysis_1775878175.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/calibration_runs/phase3_analysis_1775879670.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/calibration_runs/phase4_analysis_1775870864.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/calibration_runs/phase4_analysis_1775878182.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AAPL/lstm_AAPL_1c.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AAPL/lstm_AAPL_1c_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AAPL/lstm_AAPL_1c_train_resume.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AAPL/lstm_AAPL_train_resume.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AAPL/scheduler_run_manifest.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AAPL/transformer_AAPL_1c.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AAPL/transformer_AAPL_1c_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AAPL/transformer_AAPL_1c_train_resume.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AAPL/transformer_AAPL_train_resume.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AMZN/lstm_AMZN_1c.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AMZN/lstm_AMZN_1c_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AMZN/lstm_AMZN_1c_train_resume.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AMZN/lstm_AMZN_train_resume.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AMZN/scheduler_run_manifest.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AMZN/transformer_AMZN_1c.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AMZN/transformer_AMZN_1c_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AMZN/transformer_AMZN_1c_train_resume.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AMZN/transformer_AMZN_train_resume.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AVGO/lstm_AVGO_1c.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AVGO/lstm_AVGO_1c_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AVGO/lstm_AVGO_1c_train_resume.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AVGO/lstm_AVGO_train_resume.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AVGO/scheduler_run_manifest.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AVGO/transformer_AVGO_1c.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AVGO/transformer_AVGO_1c_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AVGO/transformer_AVGO_1c_train_resume.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/AVGO/transformer_AVGO_train_resume.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/CIFR/lstm_CIFR_1c.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/CIFR/lstm_CIFR_1c_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/CIFR/lstm_CIFR_1c_train_resume.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/CIFR/lstm_CIFR_train_resume.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/CIFR/scheduler_run_manifest.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/CIFR/transformer_CIFR_1c.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/CIFR/transformer_CIFR_1c_meta.json,.json,json,excluded,G1.1 .claude worktree dedup,,
.claude/worktrees/heuristic-perlman-19bc52/models/cascade/CIFR/transformer_CIFR_1c_train_resume.pt,.pt,catch_all_text,excluded,G1.1 .claude worktree dedup,,
